59	260	263	4	11	1	263	2006-10-23 11:16:47.907000000	2006-10-24 11:59:55.537000000	2006-10-24 12:06:18.897000000	2006-10-24 14:20:32.340000000	'problema con el telefono'	''
60	266	3	5	29	1	3	2006-10-23 11:22:05.350000000				'SE REINICIO EL FIREWALL Y ESTUVIMOS SIN INTERNET 20 MINUTOS'	''
61	263	3	5	29	1	3	2006-10-23 12:20:27.943000000				'Se reinicio el firewall'	''
62	268	265	4	9	1	263	2006-10-23 12:22:24.637000000	2006-10-24 09:45:52.033000000		2006-10-24 09:47:24.380000000	'ups en mal estado'	''
63	164	259	4	10	1	263	2006-10-24 09:44:42.273000000		2006-10-24 11:34:24.263000000	2006-10-24 14:20:29.763000000	'tengo problemas con word'	''
64	268	263	4	11	1	263	2006-10-24 10:07:27.983000000	2006-10-24 12:05:27.263000000	2006-10-24 12:05:51.317000000	2006-10-24 12:05:56.037000000	'tengo problemas para sacar llamadas'	''
65	32	259	4	14	1	263	2006-10-24 11:12:51.013000000	2006-10-24 11:13:41.290000000		2006-10-24 14:20:26.717000000	'NO PUEDO ENTRAR AL OUTLOOK'	''
66	228	263	4	1	1	263	2006-10-24 14:21:59.530000000	2006-10-24 14:22:19.793000000	2006-10-24 14:22:38.480000000	2006-10-24 14:23:04.247000000	'no tengo antivirus instalado'	''
67	72	265	4	2	1	265	2006-10-24 15:22:55.677000000	2006-11-14 10:36:30.073000000	2006-11-15 07:52:45.763000000	2006-11-15 17:06:46.910000000	'Favor instruir a Juan Carlos Barrientos del Centro de Información y Negocios de la forma como configurar el calendario de un usuario para ser de lectura por otro. Sls, Licda. Maura de Muralles'	''
68	288	256	4	18	1	261	2006-10-24 16:13:19.887000000	2006-10-25 10:08:21.503000000	2006-10-25 10:32:54.287000000	2006-10-25 10:39:58.520000000	'Lic. Hector L. Hernandez y Señor Nery Hernandez, solicito el apoyo cuatro bases de datos(Activos, Fungibles, Celulares, y Terceros) sean instalados en el Servidor, para que se haga back up, que sea replicado en mi maquina, para hacer un respaldo semanal. '	''
69	9	258	4	19	1	265	2006-10-24 16:14:12.870000000	2006-10-24 17:18:19.357000000	2006-10-24 17:31:47.687000000	2006-10-25 10:52:51.880000000	'Scanner¡¡ instalar scanner en maquina de Alex Cutz'	''
70	9	265	4	19	1	1	2006-10-24 16:14:46.480000000	2006-10-24 17:28:55.920000000	2006-10-25 10:52:32.223000000	2006-10-25 12:28:40.930000000	'Instalacion de Maquina Completa...'	''
71	77	258	4	5	1	260	2006-10-24 17:19:58.903000000	2007-01-17 16:42:37.377000000	2007-01-19 16:42:54.827000000	2007-01-22 07:47:29.483000000	'LA IMPRESORA NO DEJA QUE IMPRIMAMOS EN OFICIO, NO DEJA QUE SELECCIONAR LA BANDEJA 2'	''
72	296	258	4	20	1	265	2006-10-24 17:20:45.390000000	2006-10-24 17:22:27.297000000	2006-10-24 17:29:21.857000000	2006-10-24 17:34:25.750000000	'ME ES NECESARIO QUE ME INSTALEN UN SCANER QUE ME FUE PROPORCIONADO EL DIA DE HOY.'	''
73	115	255	4	19	1	265	2006-10-24 17:38:46.030000000	2006-10-24 17:41:49.450000000	2006-10-24 17:45:51.357000000	2006-10-24 17:46:11.263000000	'no funciona la tarjeta de sonido.'	''
74	114	256	4	28	1	261	2006-10-25 09:15:21.773000000	2006-10-25 09:18:08.883000000	2006-10-25 09:28:41.430000000	2006-10-25 10:39:37.770000000	'Porfavor Volver a instalar la base de datos de Almacen'	''
75	150	258	4	19	1	265	2006-10-25 09:32:27.777000000	2006-10-25 09:54:46.883000000	2006-10-25 10:23:15.567000000	2006-10-25 10:51:54.757000000	'Favor de subir con Diego Rivera tiene un problema con un archivo. gracias'	''
76	261	257	4	22	1	261	2006-10-25 10:45:30.570000000	2006-10-25 11:49:35.030000000	2006-10-25 14:07:24.490000000	2006-10-25 14:34:20.103000000	'cubrir conferencia para el CENTRO DE NEGOCIOS'	''
77	244	0	3	11	1	3	2006-10-25 11:00:14.083000000	2006-11-13 09:26:41.103000000	2006-11-13 13:53:54.120000000		'Favor de chequear linea telefonia en edificio anexo, en uso por personal de seguridad, aun ya entrada la llamada, se escucha tono de ocupado, asi mismo en un solo telefono se entrelazan dos lineas 2220-8926 y 27'	''
78	250	256	4	24	1	261	2006-10-25 11:01:47.553000000	2006-10-25 11:02:47.663000000	2006-10-25 11:03:57.787000000	2006-10-25 12:01:36.763000000	'Ayada para Luis Turcios con una requicion que no puede aprobar Gracias'	''
79	250	256	4	24	1	261	2006-10-25 11:02:01.943000000	2006-10-25 11:14:17.850000000	2006-10-25 11:14:58.443000000	2006-10-25 12:01:13.513000000	'Necesito que me hagan el favor de enviarme a Alexi López con Luis Turcios, ya que tiene problema en el Sistema de Almacen, no puede autorizar una requisición de almacen'	''
80	288	256	4	19	1	261	2006-10-25 11:54:26.500000000	2006-10-25 11:56:11.200000000	2006-10-27 10:23:24.513000000	2006-10-27 10:28:09.560000000	'Instalacion de Base de datos para Fernando Reyes del CENAME de Fungibles, Celulares Gracias'	''
81	258	254	4	11	1	254	2006-10-25 12:33:29.773000000	2006-10-25 14:58:36.120000000	2006-11-03 11:05:07.113000000	2006-11-03 11:05:17.003000000	'serian tan amable de chequear mi extencion ya que tiene daño en la linea gracias....'	''
82	136	265	4	19	1	265	2006-10-25 14:14:40.100000000	2006-10-31 15:49:22.027000000	2006-10-31 15:50:07.027000000	2006-10-31 15:50:13.840000000	'Tengo problema para accesar las carpetas compartidas. Gracias, Ana C'	''
83	26	258	4	19	1	265	2006-10-25 14:23:22.553000000	2006-10-25 14:26:00.587000000	2006-10-25 15:16:20.453000000	2006-10-25 16:35:57.627000000	'tengo problema con la base de datos, me sale un instaler de windows...'	''
84	222	256	4	24	1	261	2006-10-25 14:35:16.290000000	2006-10-25 15:13:44.080000000	2006-10-25 15:14:36.687000000	2006-10-25 15:27:52.580000000	'eliminé por error un programa de solicitudes de almacén gracias'	''
85	64	254	4	11	1	264	2006-10-25 14:55:35.243000000	2006-10-25 14:55:56.807000000	2006-10-25 14:57:43.120000000	2006-10-25 16:42:21.870000000	'Corina, en vista de que ayer me instalaste mi extension telefonica, te lo reporto el dia de hoy en la página para de control en tu informe de actividades'	''
86	9	258	4	5	1	265	2006-10-25 15:17:37.937000000	2006-10-25 15:39:18.547000000	2006-10-25 16:11:06.210000000	2006-10-25 16:35:46.830000000	'subir a instalar impresora, muchas Gracias'	''
87	9	258	4	30	1	265	2006-10-25 15:18:03.500000000	2006-10-25 15:37:01.330000000	2006-10-25 15:37:23.390000000	2006-10-25 16:35:44.083000000	'reinstalar scaner, por favor'	''
88	244	256	4	34	1	261	2006-10-25 15:19:09.673000000	2006-11-02 10:28:17.483000000	2006-11-08 11:34:55.687000000	2006-11-08 11:56:00.997000000	'SOLICITO QUE SE INTRUYA A LOS AGENTES DE SEGURIDAD PARA EL MANEJO DEL SISTEMA DE CONTROL DE INGRESO Y EGRESO, QUE ME INSTALARON,

GRACIAS'	''
89	258	254	4	1	1	264	2006-10-25 15:40:29.703000000	2006-10-26 09:53:11.907000000	2006-10-26 10:03:17.310000000	2006-10-26 10:54:38.673000000	'FAVOR DE INSTALAR EL ANTIVIRUS A LA MAQUINA JFELIPE, TODO SE ENCUENTRA LISTO PARA LA INSTALACION... GRACIAS'	''
90	263	263	4	19	1	263	2006-10-25 15:44:38.830000000	2006-10-25 15:44:54.797000000	2006-10-25 15:47:31.890000000	2006-10-25 15:47:47.970000000	'Prueba de seguimiento'	''
91	229	254	4	11	1	264	2006-10-25 15:59:56.743000000	2006-10-26 10:04:39.890000000	2006-10-30 10:52:52.157000000	2006-10-30 12:25:38.450000000	'Coreo de voz no funciona gracias 5  
------ ----------- ----------- ------------------ ---------------------------- 
'	''
92	14	258	4	5	1	265	2006-10-25 16:12:18.807000000	2006-10-25 16:12:27.210000000	2006-10-25 17:04:40.683000000	2006-10-25 17:29:49.653000000	'FAVOR DE INSTALAR IMPRESORA'	''
93	266	3	5	29	1	3	2006-10-25 16:13:16.010000000				'Hoy se presento Miguel Cervantes de GBM a instalar el repuesto del servidor del portal a las 15:00'	''
94	263	263	4	19	1	263	2006-10-25 16:44:54.420000000	2006-10-26 09:26:59.390000000	2006-10-26 09:27:09.250000000	2006-10-26 09:27:14.360000000	'PRUEBA'	''
95	157	258	4	19	1	265	2006-10-25 17:03:37.230000000	2006-10-25 17:05:01.153000000	2006-10-25 17:15:25.840000000	2006-10-25 17:31:02.670000000	'favor de cambiar mi informacion a otra computadora'	''
96	258	263	4	4	1	263	2006-10-25 17:13:58.827000000	2006-10-25 17:33:02.623000000	2006-10-25 17:44:01.543000000	2006-10-25 17:44:16.280000000	'favor de cambiar de cuenta de internet ya que cambio de computadora..
name:Nasalazar
Dirección física. : 00-15-60-CA-61-DC
Dirección IP. . . : 128.5.6.196
por la de la computadora que tiene el nombre de Nsalazar
gracias'	''
97	258	254	4	1	1	264	2006-10-25 17:14:57.310000000	2006-11-06 12:37:18.333000000	2006-11-07 11:23:16.903000000	2006-11-07 15:42:00.490000000	'favor de instalar el antivirus a la maquina Nasalazar, todo esta listo'	''
98	263	263	4	19	1	263	2006-10-26 09:29:09.623000000	2006-10-26 09:29:57.640000000	2006-10-26 10:54:50.140000000	2006-10-26 10:54:58.017000000	'prueba 1'	''
99	130	64	4	17	1	265	2006-10-26 10:06:23.013000000	2006-10-26 11:18:05.377000000	2006-10-26 14:35:22.210000000	2006-10-26 17:10:23.700000000	' Por este medio reporto al terminal del compañero Marlon Garcia Escobar que presenta problemas en el sistema opeorativo y de encendido de la terminal. Favor revisar esta situacion ya que existe informacion valiosa para el Programa y que se necesita con ur'	''
100	162	258	4	19	1	265	2006-10-26 10:08:12.680000000	2006-10-26 11:06:46.923000000	2006-10-26 14:54:53.087000000	2006-10-26 17:10:16.107000000	'Trasladar mis archivos a una nueva computadora.'	''
101	154	254	4	26	1	264	2006-10-26 10:14:49.273000000	2006-10-26 10:28:53.617000000	2006-10-26 11:31:22.267000000	2006-10-26 11:33:58.750000000	'cambiar telefono, gracias'	''
102	263	263	4	19	1	263	2006-10-26 10:44:11.007000000	2006-10-26 10:44:54.383000000	2006-10-26 10:45:18.710000000	2006-10-26 10:45:24.727000000	'Prueba'	''
103	98	265	4	19	1	265	2006-10-26 10:48:17.663000000	2006-10-26 10:48:51.210000000	2006-10-26 10:49:30.303000000	2006-10-26 10:55:14.250000000	'no enciende la maquina'	''
104	98	265	4	5	1	265	2006-10-26 10:48:32.320000000	2006-10-26 10:49:38.977000000	2006-10-26 10:58:23.813000000	2006-10-26 10:59:19.140000000	'no funciona'	''
105	249	259	4	17	1	265	2006-10-26 11:10:21.860000000	2006-10-26 11:10:46.767000000	2006-10-26 12:34:23.440000000	2006-10-26 12:51:01.503000000	'Muy buen día favor de revisar mi computadora, no tiene volumen aunque se lo he puesto todo no se escucha gracias'	''
106	189	254	4	11	1	264	2006-10-26 11:13:56.830000000	2006-10-26 11:30:31.283000000	2006-10-27 11:05:20.820000000	2006-10-30 10:11:13.733000000	'FAVOR REVISAR TELEFONO DE LIC. ROBERTO CAMPOSECO'	''
107	96	265	4	18	1	265	2006-10-26 11:17:57.970000000	2006-10-26 11:18:05.923000000	2006-10-26 11:49:44.363000000	2006-10-26 11:49:48.097000000	'realizar backup, gracias'	''
108	258	254	4	1	1	254	2006-10-26 11:29:12.313000000	2006-11-06 12:29:55.367000000	2006-11-07 11:22:28.980000000	2006-11-07 11:22:37.153000000	'favor de enviar el antivirus a las maquina Yocifuentes, todo esta listo gracias'	''
109	258	263	4	4	1	265	2006-10-26 11:47:58.987000000	2006-10-27 09:53:00.183000000	2006-11-07 09:36:56.980000000	2006-11-07 10:11:15.560000000	'favor de cambiar de cuenta de internet a la nueva computadora de yoni cifuentes, la maquina anterior se llama ycifuentes y la nueva se llama yocifuentes, gracias......'	''
110	289	259	4	17	1	265	2006-10-26 12:44:38.690000000	2006-10-26 14:42:03.337000000	2006-10-26 16:27:34.857000000	2006-10-26 17:10:07.607000000	'Estimado Gerson, mi maquina no se mueve esta trabada ya la reinicio unas 5 veces favor de venir a verla'	''
111	285	264	4	11	1	264	2006-10-26 14:40:15.990000000	2006-10-26 15:55:21.523000000	2006-10-26 15:57:03.070000000	2006-10-26 15:57:07.460000000	'actualizar la clave para sacar llamadas el candado'	''
112	162	265	4	4	1	265	2006-10-26 14:56:39.553000000	2006-10-31 10:09:56.577000000	2006-11-07 09:34:18.260000000	2006-11-07 09:34:26.230000000	'no tengo acceso a internet'	''
113	38	64	4	19	1	265	2006-10-26 14:57:47.570000000	2006-10-26 14:58:44.647000000	2006-10-26 15:06:17.913000000	2006-10-26 17:09:58.933000000	'apoyo para la creación de archivos para gravar'	''
114	30	258	4	19	1	265	2006-10-26 15:07:19.147000000	2006-10-26 15:07:25.647000000	2006-10-26 15:07:39.490000000	2006-10-26 17:09:49.920000000	'convertir documento de pdf a word'	''
115	301	258	4	19	1	265	2006-10-26 15:10:00.147000000	2006-10-26 15:10:09.913000000	2006-10-26 15:10:26.617000000	2006-10-27 10:31:13.483000000	'últimante me ha dado un pequeño problema mi máquina, se re inicia automáticamente una o dos veces al día. por lo que me gustaría que me ayudaran.'	''
116	258	258	4	19	1	265	2006-10-26 15:21:47.193000000	2006-10-26 16:43:35.467000000	2006-10-26 16:44:26.840000000	2006-10-27 10:31:16.607000000	'en la actividad 115 le di sin ver que ya estaba concluida, pero aun esta en proceso...'	''
117	9	265	4	30	1	265	2006-10-26 16:43:21.793000000	2006-10-27 12:04:57.177000000	2006-10-27 12:05:15.367000000	2006-10-27 12:05:27.223000000	'subir a revisar escaner, por favor Urgente'	''
118	38	265	4	19	1	265	2006-10-26 16:53:38.730000000	2006-10-26 16:53:43.810000000	2006-10-26 17:09:11.247000000	2006-10-26 17:09:15.840000000	'revisar programa, gracias'	''
119	94	265	4	18	1	265	2006-10-26 17:26:57.110000000	2006-10-27 11:16:42.150000000	2006-10-31 09:23:10.247000000	2006-10-31 09:23:19.903000000	'favor realizar backup, y pasar informacion a maquina nueva'	''
120	136	259	4	4	1	265	2006-10-27 09:07:24.253000000	2006-10-27 09:08:33.677000000	2006-10-27 09:33:38.340000000	2006-10-27 09:35:36.933000000	'no tengo internet'	''
121	56	256	4	33	1	261	2006-10-27 10:09:31.057000000	2006-10-27 10:09:48.980000000	2006-10-27 10:10:39.493000000	2006-10-27 10:27:42.810000000	'Instalarme base de datos de Inventarios'	''
122	35	265	4	17	1	265	2006-10-27 10:11:28.230000000	2006-10-27 10:11:43.993000000	2006-10-27 10:30:43.590000000	2006-10-27 10:30:48.700000000	'no funciona'	''
123	56	256	4	33	1	261	2006-10-27 10:11:57.137000000	2006-10-27 10:12:04.323000000	2006-10-27 10:12:38.120000000	2006-10-27 10:27:29.340000000	'No Puedo ingresar a Almacen me pide nueva ruta'	''
124	260	263	4	19	1	263	2006-10-27 10:39:33.560000000	2006-10-27 10:39:48.983000000	2006-10-30 14:37:27.237000000	2006-10-31 15:56:19.887000000	'Invenstigue sobre la norma ISO 17799 y apoyese en ella'	''
125	288	257	4	33	1	261	2006-10-27 10:51:36.857000000	2006-10-27 10:56:22.280000000	2006-10-27 10:58:23.997000000	2006-10-27 12:01:37.270000000	'Favor de apoyarnos para poder asignarle posword a la bases de datos de inventarios. Atentamente, Felipe J. Garcia. G'	''
126	28	259	4	31	1	265	2006-10-27 11:40:33.027000000	2006-10-27 11:55:11.850000000	2006-10-30 15:11:16.307000000	2006-10-31 09:22:47.840000000	'Favor instalar nuevamente el sistema operativo de laptop del Lic. Galvez. Gracias.'	''
